,Unnamed: 0,Room Description,Guest Room Info,Room Description Expanded,cluster_id
6842,6842,"AAA HOT DEALS|AAA PROMOTION, MEMBERSHIP CARD REQUIRED, 1 BEDROOM STUDIO SUITE, 1 KING, SOFA BED",Studio Suite,"AAA HOT DEALS|AAA PROMOTION, MEMBERSHIP CARD REQUIRED, 1 BEDROOM STUDIO SUITE, 1 KING, SOFA BED",30
6843,6843,BEST AVAILABLE RATE|1 KING STUDIO SUITE NONSMOKING MICRO/FRIDGE/HDTV/FREE WI-FI/HOT BRKFST,Studio Suite,BEST AVAILABLE RATE|1 KING STUDIO SUITE NONSMOKING MICRO/FRIDGE/HDTV/FREE WI-FI/HOT BRKFST,21
6844,6844,TRAVEL ON US|1KING ACCESSIBLE TUB STUDIO SUITE NONSMOKING FREE BRKFST/WI-FI-KITCHEN W/MICRO/FRIDGE,Studio Suite,TRAVEL ON US|1KING ACCESSIBLE TUB STUDIO SUITE NONSMOKING FREE BRKFST/WI-FI-KITCHEN WITHMICRO/FRIDGE,21
6845,6845,"STAY PASS|WORK ANYWHERE STAY PASS, SEE RATE DETAILS, 1 BEDROOM STUDIO SUITE, 2 QUEEN, SOFA BED, MOUNTAIN VIEW",Studio Suite,"STAY PASS|WORK ANYWHERE STAY PASS, SEE RATE DETAILS, 1 BEDROOM STUDIO SUITE, 2 QUEEN, SOFA BED, MOUNTAIN VIEW",26
6846,6846,"PAY NOW SAVE NON-CX|1 QUEEN STUDIO SUITE NSMK WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, SOFA BED, KITCHENETTE",Studio Suite,"PAY NOW SAVE NON-CX|1 QUEEN STUDIO SUITE NON SMOKING WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, SOFA BED, KITCHENETTE",10
6847,6847,"REGULAR RATE|FLEXIBLE RATE, STUDIO KING SUITE, 1 BEDROOM HOSPITALITY SUITE, 1 KING, SOFA BED",Studio Suite,"REGULAR RATE|FLEXIBLE RATE, STUDIO KING SUITE, 1 BEDROOM HOSPITALITY SUITE, 1 KING, SOFA BED",5
6848,6848,"FLEXIBLE RATE|KING STUDIO, WHIRLPOOL, SOFABED CAN FALLSVIEW FLOORS 10-20 SITTING AREA - WHIRPOOL TUB",Studio Suite,"FLEXIBLE RATE|KING STUDIO, WHIRLPOOL, SOFABED CAN FALLSVIEW FLOORS 10-20 SITTING AREA - WHIRPOOL TUB",20
6849,6849,2X POINTS PACKAGE|1 KING STUDIO SUITE SHOWER ONLY W/SOFABED NS FREE WI-FI/37 IN HDTV/HOT BREAKFAST INCLUDED,Studio Suite,2X POINTS PACKAGE|1 KING STUDIO SUITE SHOWER ONLY WITHSOFABED NON SMOKING FREE WI-FI/37 IN HDTV/HOT BREAKFAST INCLUDED,6
6850,6850,"SPECIAL EVENT RT PRGM|SPECIAL EVENT, SEE RATE RULES, STUDIO, 1 KING, SOFA BED",Studio Suite,"SPECIAL EVENT RT PRGM|SPECIAL EVENT, SEE RATE RULES, STUDIO, 1 KING, SOFA BED",20
6851,6851,"SPECIAL EVENT RT PRGM|SPECIAL EVENT, SEE RATE RULES, STUDIO, 2 DOUBLE, SOFA BED",Studio Suite,"SPECIAL EVENT RT PRGM|SPECIAL EVENT, SEE RATE RULES, STUDIO, 2 DOUBLE, SOFA BED",12
6852,6852,BEST AVAILABLE RATE|1 KING BED STUDIO SUITE NONSMOKING HDTV/FREE WI-FI/HOT BREAKFAST INCLUDED,Studio Suite,BEST AVAILABLE RATE|1 KING BED STUDIO SUITE NONSMOKING HDTV/FREE WI-FI/HOT BREAKFAST INCLUDED,10
6853,6853,"PREPAY NONREF|PREPAY NON-REFUNDABLE, CHANGES UP TO 4 DAYS PRIOR TO STAY, SEE RATE DETAILS, STUDIO KING SUITE, JUNIOR SUITE, 1 KING, SOFA BE",Studio Suite,"PREPAY NONREF|PREPAY NON-REFUNDABLE, CHANGES UP TO 4 DAYS PRIOR TO STAY, SEE RATE DETAILS, STUDIO KING SUITE, JUNIOR SUITE, 1 KING, SOFA BE",13
6854,6854,SEMI-FLEX|1 KING STUDIO SUITE RIVER VIEW 531 SQ FT/RIVER VIEW/SITTING AREA/FREE WIFI,Studio Suite,SEMI-FLEX|1 KING STUDIO SUITE RIVER VIEW 531 SQ FT/RIVER VIEW/SITTING AREA/FREE WIFI,20
6855,6855,FLEXIBLE RATE|1 KING STUDIO SUITE HEARING ACCESSIBLE VIS FIRE ALARM/DOOR/PHONE ALERT,Studio Suite,FLEXIBLE RATE|1 KING STUDIO SUITE HEARING ACCESSIBLE VIS FIRE ALARM/DOOR/PHONE ALERT,8
6856,6856,"REGULAR RATE|FLEXIBLE RATE, 5. NIGHTS, STUDIO SUITE, 1 KING, SOFA BED",Studio Suite,"REGULAR RATE|FLEXIBLE RATE, 5. NIGHTS, STUDIO SUITE, 1 KING, SOFA BED",5
6857,6857,"LONG TERM STAY|LONG TERM STAY RATE, 5. NIGHTS, SEE RATE DETAILS, STUDIO SUITE, 1 KING, SOFA BED",Studio Suite,"LONG TERM STAY|LONG TERM STAY RATE, 5. NIGHTS, SEE RATE DETAILS, STUDIO SUITE, 1 KING, SOFA BED",20
6858,6858,"REGULAR RATE|FLEXIBLE RATE, 5. NIGHTS, STUDIO SUITE, 1 QUEEN",Studio Suite,"REGULAR RATE|FLEXIBLE RATE, 5. NIGHTS, STUDIO SUITE, 1 QUEEN",5
6859,6859,BEST AVAILABLE RATE|1 KING W/MICROWV/FRIDGE STUDIO SUITE NONSMOKE SOFABD/HDTV/FREE WI-FI/HOT BREAKFAST INCLUDED,Studio Suite,BEST AVAILABLE RATE|1 KING WITHMICROWV/FRIDGE STUDIO SUITE NONSMOKE SOFABD/HDTV/FREE WI-FI/HOT BREAKFAST INCLUDED,21
6860,6860,2X POINTS PACKAGE|1 KING W/REFRIGERATOR STUDIO SUITE NONSMOKING SOFABED/HDTV/FREE WI-FI,Studio Suite,2X POINTS PACKAGE|1 KING WITHREFRIGERATOR STUDIO SUITE NONSMOKING SOFABED/HDTV/FREE WI-FI,6
6861,6861,BREAKFAST PACKAGE|STUDIO-KING BED-54SQM-WIFI-WALK-IN SHOWER.,Studio Suite,BREAKFAST PACKAGE|STUDIO-KING BED-54SQM-WIFI-WALK-IN SHOWER.,10
6862,6862,ROOM RATE|STUDIO SUITE KING-FLOOR 2-15-FREE WIFI STEP OUT BALCONY-LARGE LIVING AREA,Studio Suite,ROOM RATE|STUDIO SUITE KING-FLOOR 2-15-FREE WIFI STEP OUT BALCONY-LARGE LIVING AREA,11
6863,6863,FLEXIBLE RATE|1 KING BED STUDIO SUITE W/ SOFABED NONSMOKING HDTV/FREE WI-FI/SITTING AREA/FRIDGE/MICROWAVE,Studio Suite,FLEXIBLE RATE|1 KING BED STUDIO SUITE WITH/ SOFABED NONSMOKING HDTV/FREE WI-FI/SITTING AREA/FRIDGE/MICROWAVE,21
6864,6864,FLEXIBLE RATE|1 KING BED STUDIO SUITE WIFI AVAILABLE-SWEET DREAMS EXPERIENCE BED,Studio Suite,FLEXIBLE RATE|1 KING BED STUDIO SUITE WIFI AVAILABLE-SWEET DREAMS EXPERIENCE BED,31
6865,6865,ABC GLOBAL SERVI STUDIO STE AD|STUDIO SUITE ADA KING ROOM,Studio Suite,ABC GLOBAL SERVI STUDIO SUITE AD|STUDIO SUITE ACCESSIBLE KING ROOM,20
6866,6866,2X POINTS PACKAGE|2 QUEEN BEDS STUDIO SUITE W/ TERRACE HDTV/ FREE WI-FI/ SITTING AREA/ SOFABED,Studio Suite,2X POINTS PACKAGE|2 QUEEN BEDS STUDIO SUITE WITH/ TERRACE HDTV/ FREE WI-FI/ SITTING AREA/ SOFABED,6
6867,6867,DAILY FLEXIBLE RATE|HILL COUNTRY STUDIO SUITE 1 KING BED 520 SQ.FT.,Studio Suite,DAILY FLEXIBLE RATE|HILL COUNTRY STUDIO SUITE 1 KING BED 520 SQ.FT.,20
6868,6868,BEST AVAILABLE RATE|1 KING STUDIO SUITE NONSMOKING WET BAR AND SOFA SLEEPER,Studio Suite,BEST AVAILABLE RATE|1 KING STUDIO SUITE NONSMOKING WET BAR AND SOFA SLEEPER,31
6869,6869,"REGULAR RATE|FLEXIBLE RATE, CORNER STUDIO SUITE, LARGER STUDIO, 1 QUEEN, SOFA BED",Studio Suite,"REGULAR RATE|FLEXIBLE RATE, CORNER STUDIO SUITE, LARGER STUDIO, 1 QUEEN, SOFA BED",5
6870,6870,BEST AVAILABLE RATE|1 KING MICROWV/FRIDGE/WET BAR STUDIO SUITE NS SOFABED/HDTV/FREE WI-FI,Studio Suite,BEST AVAILABLE RATE|1 KING MICROWV/FRIDGE/WET BAR STUDIO SUITE NON SMOKING SOFABED/HDTV/FREE WI-FI,21
6871,6871,BEST AVAILABLE RATE|1 KING BED STUDIO SUITE RIVERVIEW AND BALCONY MICROWAVE/FREE WI-FI/HDTV,Studio Suite,BEST AVAILABLE RATE|1 KING BED STUDIO SUITE RIVERVIEW AND BALCONY MICROWAVE/FREE WI-FI/HDTV,31
6872,6872,AARP RATE|KING-STUDIO SUITE-ACCESSIBLE-ROLLIN SHOWER-NSK -EXCLUSIVE RATE FOR AARP MEMBERS,Studio Suite,AARP RATE|KING-STUDIO SUITE-ACCESSIBLE-ROLLIN SHOWER-NSK -EXCLUSIVE RATE FOR AARP MEMBERS,20
6873,6873,"BEST AVAILABLE RATE FLEXIBLE|1 KING BED STUDIO SUITE NON SMOKING, FREE WIFI, SOFA, MINI FRIDGE, ROOM SAFE, HDTV.",Studio Suite,"BEST AVAILABLE RATE FLEXIBLE|1 KING BED STUDIO SUITE NON SMOKING, FREE WIFI, SOFA, MINI FRIDGE, ROOM SAFE, HDTV.",21
6874,6874,"SWEET ESCAPE PACKAGE|1 KING BED STUDIO SUITE NON SMOKING, FREE WIFI, SOFA, MINI FRIDGE, ROOM SAFE, HDTV.",Studio Suite,"SWEET ESCAPE PACKAGE|1 KING BED STUDIO SUITE NON SMOKING, FREE WIFI, SOFA, MINI FRIDGE, ROOM SAFE, HDTV.",21
6875,6875,"AARP RATE|1 KING BED STUDIO SUITE NON SMOKING, FREE WIFI, SOFA, MINI FRIDGE, ROOM SAFE, HDTV.",Studio Suite,"AARP RATE|1 KING BED STUDIO SUITE NON SMOKING, FREE WIFI, SOFA, MINI FRIDGE, ROOM SAFE, HDTV.",21
6876,6876,"AAA DISCOUNT|1 KING BED STUDIO SUITE NON SMOKING, FREE WIFI, SOFA, MINI FRIDGE, ROOM SAFE, HDTV.",Studio Suite,"AAA DISCOUNT|1 KING BED STUDIO SUITE NON SMOKING, FREE WIFI, SOFA, MINI FRIDGE, ROOM SAFE, HDTV.",21
6877,6877,"BAR WITH BREAKFAST FLEX CXL|1 KING BED STUDIO SUITE NON SMOKING, FREE WIFI, SOFA, MINI FRIDGE, ROOM SAFE, HDTV.",Studio Suite,"BAR WITH BREAKFAST FLEX CXL|1 KING BED STUDIO SUITE NON SMOKING, FREE WIFI, SOFA, MINI FRIDGE, ROOM SAFE, HDTV.",21
6878,6878,"SENIOR DISCOUNT|1 KING BED STUDIO SUITE NON SMOKING, FREE WIFI, SOFA, MINI FRIDGE, ROOM SAFE, HDTV.",Studio Suite,"SENIOR DISCOUNT|1 KING BED STUDIO SUITE NON SMOKING, FREE WIFI, SOFA, MINI FRIDGE, ROOM SAFE, HDTV.",21
6879,6879,"FAMILY BREAKFAST PKG|1 KING BED STUDIO SUITE NON SMOKING, FREE WIFI, SOFA, MINI FRIDGE, ROOM SAFE, HDTV.",Studio Suite,"FAMILY BREAKFAST PKG|1 KING BED STUDIO SUITE NON SMOKING, FREE WIFI, SOFA, MINI FRIDGE, ROOM SAFE, HDTV.",21
6880,6880,"REWARDING RATE FOR MEMBERS|1 KING BED STUDIO SUITE NON SMOKING, FREE WIFI, SOFA, MINI FRIDGE, ROOM SAFE, HDTV.",Studio Suite,"REWARDING RATE FOR MEMBERS|1 KING BED STUDIO SUITE NON SMOKING, FREE WIFI, SOFA, MINI FRIDGE, ROOM SAFE, HDTV.",21
6881,6881,BED AND BREAKFAST|STUDIO SUITE KING-FLOOR 2-15-FREE WIFI STEP OUT BALCONY-LARGE LIVING AREA,Studio Suite,BED AND BREAKFAST|STUDIO SUITE KING-FLOOR 2-15-FREE WIFI STEP OUT BALCONY-LARGE LIVING AREA,11
6882,6882,"REGULAR RATE|FLEXIBLE RATE, STUDIO SUITE, 1 KING, SOFA BED, CORNER ROOM",Studio Suite,"REGULAR RATE|FLEXIBLE RATE, STUDIO SUITE, 1 KING, SOFA BED, CORNER ROOM",5
6883,6883,SEMI-FLEX|1 KING BED STUDIO SUITE NONSMOKING FREE WI-FI-DAILY HOT BRKFST-LITE MEAL M-TH,Studio Suite,SEMI-FLEX|1 KING BED STUDIO SUITE NONSMOKING FREE WI-FI-DAILY HOT BRKFST-LITE MEAL M-TH,20
6884,6884,BEST AVAILABLE RATE|1 KING BED STUDIO SUITE W/ BALCONY NONSMOKING HDTV/FREE WI-FI/HOT BREAKFAST INCLUDED,Studio Suite,BEST AVAILABLE RATE|1 KING BED STUDIO SUITE WITH/ BALCONY NONSMOKING HDTV/FREE WI-FI/HOT BREAKFAST INCLUDED,10
6885,6885,BEST AVAILABLE RATE|2 QUEEN STUDIO SUITE NONSMOKING MICROWAVE/FRIDGE/FREE WI-FI,Studio Suite,BEST AVAILABLE RATE|2 QUEEN STUDIO SUITE NONSMOKING MICROWAVE/FRIDGE/FREE WI-FI,21
6886,6886,"PREPAY NONREF NO CHNG|PREPAY NON-REFUNDABLE NON-CHANGEABLE, PREPAY IN FULL, SEE RATE DETAILS, STUDIO SUITE, 1 KING, SOFA BED",Studio Suite,"PREPAY NONREF NO CHNG|PREPAY NON-REFUNDABLE NON-CHANGEABLE, PREPAY IN FULL, SEE RATE DETAILS, STUDIO SUITE, 1 KING, SOFA BED",13
6887,6887,BEST AVAILABLE RATE|SAKURA CLUB STUDIO SUITE - ONE KING BED ACCESS TO SAKURA CLUB-DOUBLE VANITY,Studio Suite,BEST AVAILABLE RATE|SAKURA CLUB STUDIO SUITE - ONE KING BED ACCESSIBLE TO SAKURA CLUB-DOUBLE VANITY,20
6888,6888,2X POINTS|STUDIO SUITE - ONE KING BED SEATING AREA WITH SOFA-DOUBLE VANITY,Studio Suite,2X POINTS|STUDIO SUITE - ONE KING BED SEATING AREA WITH SOFA-DOUBLE VANITY,6
6889,6889,FLEXIBLE RATE|1 KING STUDIO SUITE HEARING ACCESSIBLE VIS FIREALRM/DOOR/PHN ALRT,Studio Suite,FLEXIBLE RATE|1 KING STUDIO SUITE HEARING ACCESSIBLE VIS FIREALRM/DOOR/PHN ALRT,8
6890,6890,BEST AVAILABLE RATE|1 KING STUDIO SUITE NONSMOKING FREE WI-FI/42 IN HDTV/SOFABED,Studio Suite,BEST AVAILABLE RATE|1 KING STUDIO SUITE NONSMOKING FREE WI-FI/42 IN HDTV/SOFABED,31
6891,6891,BEST AVAIL - CANCEL ANYTIME|CITY VIEW STUDIO SUITE BALCONY-650SQFT-60M2-1KING-KITCHEN- WASHER-DRYER-SOFABED-FREE WIFI,Studio Suite,BEST AVAIL - CANCEL ANYTIME|CITY VIEW STUDIO SUITE BALCONY-650SQFT-60M2-1KING-KITCHEN- WASHER-DRYER-SOFABED-FREE WIFI,20
6892,6892,BEST AVAIL - CANCEL ANYTIME|CITY VIEW STUDIO SUITE-700SQFT-65M2-1 KING-KITCHEN-WASHER-DRYER SOFABED-FREE WIFI,Studio Suite,BEST AVAIL - CANCEL ANYTIME|CITY VIEW STUDIO SUITE-700SQFT-65M2-1 KING-KITCHEN-WASHER-DRYER SOFABED-FREE WIFI,20
6893,6893,2X POINTS PACKAGE|1 KING BED STUDIO SUITE WIFI AVAILABLE-SWEET DREAMS EXPERIENCE BED,Studio Suite,2X POINTS PACKAGE|1 KING BED STUDIO SUITE WIFI AVAILABLE-SWEET DREAMS EXPERIENCE BED,6
6894,6894,STANDARD RATE JUNIOR SUITE|STUDIO SUITE WITH 1 KING GRAND BED: CITY VIEW,Studio Suite,STANDARD RATE JUNIOR SUITE|STUDIO SUITE WITH 1 KING GRAND BED: CITY VIEW,23
6895,6895,"PARKING RATE|SUMMER LOVIN PACKAGE INCLUDES VALET PARKING, STUDIO SUITE, 2 KING",Studio Suite,"PARKING RATE|SUMMER LOVIN PACKAGE INCLUDES VALET PARKING, STUDIO SUITE, 2 KING",20
6896,6896,"REGULAR RATE|FLEXIBLE RATE, STUDIO, 1 KING, SOFA BED",Studio Suite,"REGULAR RATE|FLEXIBLE RATE, STUDIO, 1 KING, SOFA BED",5
6897,6897,"AAA AMERICAN AUTO ASSN|AAA RATE, AAA MEMBERSHIP CARD REQUIRED, STUDIO, 2 QUEEN",Studio Suite,"AAA AMERICAN AUTO ASSN|AAA RATE, AAA MEMBERSHIP CARD REQUIRED, STUDIO, 2 QUEEN",30
6898,6898,"PAY NOW  SAVE, NON-CANCELABLE|2 QUEENS STUDIO SUITE NSMK WITH FREE WIFI, FREE HOT BREAKFAST, SOFA BED, MINI-FRIDGE",Studio Suite,"PAY NOW  SAVE, NON-CANCELABLE|2 QUEENS STUDIO SUITE NON SMOKING WITH FREE WIFI, FREE HOT BREAKFAST, SOFA BED, MINI-FRIDGE",21
6899,6899,"PARKING RATE|SUMMER LOVIN PACKAGE INCLUDES VALET PARKING, STUDIO SUITE, 1 KING",Studio Suite,"PARKING RATE|SUMMER LOVIN PACKAGE INCLUDES VALET PARKING, STUDIO SUITE, 1 KING",20
6900,6900,"PAY NOW  SAVE, NON-CANCELABLE|1 KING STUDIO SUITE NSMK WITH FREE WIFI, FREE HOT BREAKFAST, SOFA BED, MINI-FRIDGE, MICROWAVE",Studio Suite,"PAY NOW  SAVE, NON-CANCELABLE|1 KING STUDIO SUITE NON SMOKING WITH FREE WIFI, FREE HOT BREAKFAST, SOFA BED, MINI-FRIDGE, MICROWAVE",21
6901,6901,"REGULAR RATE|FLEXIBLE RATE, STUDIO, 2 QUEEN",Studio Suite,"REGULAR RATE|FLEXIBLE RATE, STUDIO, 2 QUEEN",5
6902,6902,"MARRIOTT SENIOR DISC.|MARRIOTT SENIOR DISCOUNT, INCLUDES 62 YEARS AND OLDER VALID ID REQUIRED, STUDIO, 2 QUEEN",Studio Suite,"MARRIOTT SENIOR DISC.|MARRIOTT SENIOR DISCOUNT, INCLUDES 62 YEARS AND OLDER VALID ID REQUIRED, STUDIO, 2 QUEEN",30
6903,6903,10 DAYS ADVANCE PURCHASE - SAV|KING BED - 47 SQM STUDIO CONCEPT - PARK VIEW,Studio Suite,10 DAYS ADVANCE PURCHASE - SAV|KING BED - 47 SQM STUDIO CONCEPT - PARK VIEW,34
6904,6904,TWO OF US|STUDIO 60-KING BED-60SQM-CITY VIEW- LARGER SPA INSPIRED BATHROOM-ILLY COFFEE,Studio Suite,TWO OF US|STUDIO 60-KING BED-60SQM-CITY VIEW- LARGER SPA INSPIRED BATHROOM-ILLY COFFEE,2
6905,6905,BEST AVAILABLE RATE|STUDIO 60-KING BED-60SQM-CITY VIEW- LARGER SPA INSPIRED BATHROOM-ILLY COFFEE,Studio Suite,BEST AVAILABLE RATE|STUDIO 60-KING BED-60SQM-CITY VIEW- LARGER SPA INSPIRED BATHROOM-ILLY COFFEE,2
6906,6906,BEST AVAILABLE RATE|STUDIO 90-KING BED-90SQM-270DEGREE VIEWS -CONNECT ON REQUEST-PRIVATE-QUIET CORNER,Studio Suite,BEST AVAILABLE RATE|STUDIO 90-KING BED-90SQM-270DEGREE VIEWS -CONNECT ON REQUEST-PRIVATE-QUIET CORNER,20
6907,6907,TWO OF US|STUDIO 90-KING BED-90SQM-270DEGREE VIEWS -CONNECT ON REQUEST-PRIVATE-QUIET CORNER,Studio Suite,TWO OF US|STUDIO 90-KING BED-90SQM-270DEGREE VIEWS -CONNECT ON REQUEST-PRIVATE-QUIET CORNER,20
6908,6908,BEST AVAILABLE RATE|STUDIO 70-KING BED-70SQM-DUAL VIEW- CONNECT TO STUDIO 90 ON REQUEST-PRIVATE CORNER,Studio Suite,BEST AVAILABLE RATE|STUDIO 70-KING BED-70SQM-DUAL VIEW- CONNECT TO STUDIO 90 ON REQUEST-PRIVATE CORNER,20
6909,6909,TWO OF US|STUDIO 70-KING BED-70SQM-DUAL VIEW- CONNECT TO STUDIO 90 ON REQUEST-PRIVATE CORNER,Studio Suite,TWO OF US|STUDIO 70-KING BED-70SQM-DUAL VIEW- CONNECT TO STUDIO 90 ON REQUEST-PRIVATE CORNER,20
6910,6910,BEST AVAILABLE RATE|1 KNG STUDIO SUITE MOBILITY/HEARING ACC W/TUB VIS FIREALRM/DOOR/PHN ALRT/HDTV,Studio Suite,BEST AVAILABLE RATE|1 KNG STUDIO SUITE MOBILITY/HEARING ACC WITHTUB VIS FIREALRM/DOOR/PHN ALRT/HDTV,8
6911,6911,SEMI-FLEX|1 KING MICROWV/FRIDGE/WET BAR STUDIO SUITE NS SOFABED/HDTV/FREE WI-FI/,Studio Suite,SEMI-FLEX|1 KING MICROWV/FRIDGE/WET BAR STUDIO SUITE NON SMOKING SOFABED/HDTV/FREE WI-FI/,21
6912,6912,"STARS|STARS EXCLUSIVE RATE -AUTHORIZED TRAVEL ADVISORS ONLY-, CLUB BUSINESS STUDIO, CLUB LEVEL, LARGER STUDIO, 1 KING",Studio Suite,"STARS|STARS EXCLUSIVE RATE -AUTHORIZED TRAVEL ADVISORS ONLY-, CLUB BUSINESS STUDIO, CLUB LEVEL, LARGER STUDIO, 1 KING",16
6913,6913,STANDARD RATE STUDIO SUITE|STUDIO SUITE KING ROOM,Studio Suite,STANDARD RATE STUDIO SUITE|STUDIO SUITE KING ROOM,23
6914,6914,"AAA HOT DEALS|2 QUEENS STUDIO SUITE NSMK WITH FREE WIFI, SOFA BED, FIREPLACE, KITCHENETTE, COFFEE/TEA MAKER",Studio Suite,"AAA HOT DEALS|2 QUEENS STUDIO SUITE NON SMOKING WITH FREE WIFI, SOFA BED, FIREPLACE, KITCHENETTE, COFFEE/TEA MAKER",2
6915,6915,"AARP RATE|2 QUEENS STUDIO SUITE NSMK WITH FREE WIFI, SOFA BED, FIREPLACE, KITCHENETTE, COFFEE/TEA MAKER",Studio Suite,"AARP RATE|2 QUEENS STUDIO SUITE NON SMOKING WITH FREE WIFI, SOFA BED, FIREPLACE, KITCHENETTE, COFFEE/TEA MAKER",2
6916,6916,"SENIOR DISCOUNT|2 QUEENS STUDIO SUITE NSMK WITH FREE WIFI, SOFA BED, FIREPLACE, KITCHENETTE, COFFEE/TEA MAKER",Studio Suite,"SENIOR DISCOUNT|2 QUEENS STUDIO SUITE NON SMOKING WITH FREE WIFI, SOFA BED, FIREPLACE, KITCHENETTE, COFFEE/TEA MAKER",2
6917,6917,"BEST AVAILABLE RATE FLEXIBLE|2 QUEENS STUDIO SUITE NSMK WITH FREE WIFI, SOFA BED, FIREPLACE, KITCHENETTE, COFFEE/TEA MAKER",Studio Suite,"BEST AVAILABLE RATE FLEXIBLE|2 QUEENS STUDIO SUITE NON SMOKING WITH FREE WIFI, SOFA BED, FIREPLACE, KITCHENETTE, COFFEE/TEA MAKER",2
6918,6918,"AAA PROPERTY DISCRETION PROMO|1 QUEEN OVERSIZED STUDIO SUITE WITH FREE WIFI, KITCHEN, SITTING AREA, COFFEE/TEA MAKER",Studio Suite,"AAA PROPERTY DISCRETION PROMO|1 QUEEN OVERSIZED STUDIO SUITE WITH FREE WIFI, KITCHEN, SITTING AREA, COFFEE/TEA MAKER",2
6919,6919,"AAA RATE|2 QUEENS STUDIO SUITE NSMK WITH FREE WIFI, SOFA BED, FIREPLACE, KITCHENETTE, COFFEE/TEA MAKER",Studio Suite,"AAA RATE|2 QUEENS STUDIO SUITE NON SMOKING WITH FREE WIFI, SOFA BED, FIREPLACE, KITCHENETTE, COFFEE/TEA MAKER",2
6920,6920,2X POINTS PACKAGE|2 QUEEN STUDIO SUITE NONSMOKING MICROWAVE/FRIDGE/FREE WI-FI,Studio Suite,2X POINTS PACKAGE|2 QUEEN STUDIO SUITE NONSMOKING MICROWAVE/FRIDGE/FREE WI-FI,6
6921,6921,2X POINTS PACKAGE|1 KING W/MICROWV/FRIDGE STUDIO SUITE NONSMOKE SOFABD/HDTV/FREE WI-FI/HOT BREAKFAST INCLUDED,Studio Suite,2X POINTS PACKAGE|1 KING WITHMICROWV/FRIDGE STUDIO SUITE NONSMOKE SOFABD/HDTV/FREE WI-FI/HOT BREAKFAST INCLUDED,6
6922,6922,ADVANCE SAVER|1 QUEEN STUDIO SUITE NONSMOKING ENJOY A FULL KITCHEN WELL EQUIPPED FOR YOUR CONVENIENCE AND STAY CONNECTED WITH THE,Studio Suite,ADVANCE SAVER|1 QUEEN STUDIO SUITE NONSMOKING ENJOY A FULL KITCHEN WELL EQUIPPED FOR YOUR CONVENIENCE AND STAY CONNECTED WITH THE,20
6923,6923,ADVANCE SAVER|STUDIO STE 1QN MOBIL ACCESS TUB NOSMK EASY ACCESS QUEEN BED STUDIO SUITE WITH AN ACCESSIBLE TUB INCLUDES FREE HIGH SPEED,Studio Suite,ADVANCE SAVER|STUDIO SUITE 1QN MOBIL ACCESSIBLE TUB NOSMK EASY ACCESSIBLE QUEEN BED STUDIO SUITE WITH AN ACCESSIBLE TUB INCLUDES FREE HIGH SPEED,8
6924,6924,2X POINTS PACKAGE|1 KING STUDIO SUITE WIFI AVL-SLEEPER SOFA-MICROWAVE-REFRIGERATOR,Studio Suite,2X POINTS PACKAGE|1 KING STUDIO SUITE WIFI AVL-SLEEPER SOFA-MICROWAVE-REFRIGERATOR,6
6925,6925,SPECIAL DISCOUNT RATE|STUDIO SUITE WITH 2 DOUBLE BEDS.FULL KITCHEN.FREE BREAKFAST.SOFA BED.FIREPLACE MOST ROOMS,Studio Suite,SPECIAL DISCOUNT RATE|STUDIO SUITE WITH 2 DOUBLE BEDS.FULL KITCHEN.FREE BREAKFAST.SOFA BED.FIREPLACE MOST ROOMS,12
6926,6926,FLEXIBLE RATE|1 KING BED STUDIO SUITE WIFI AVAIL-SERENITY BED-MICROWAVE-FRIDGE,Studio Suite,FLEXIBLE RATE|1 KING BED STUDIO SUITE WIFI AVAIL-SERENITY BED-MICROWAVE-FRIDGE,21
6927,6927,BEST AVAILABLE RATE|OCEAN VIEW STUDIO 1K AND SOFABED-BALCONY-415SF- FREE WIFI-FRIDGE-KEURIG-FRETTE LINENS-HDMI TV,Studio Suite,BEST AVAILABLE RATE|OCEAN VIEW STUDIO 1K AND SOFABED-BALCONY-415SF- FREE WIFI-FRIDGE-KEURIG-FRETTE LINENS-HDMI TV,21
6928,6928,ADVANCE SAVER|2 QUEEN STUDIO SUITE NONSMOKING ENJOY A FULL KITCHEN WELL EQUIPPED FOR YOUR CONVENIENCE AND STAY CONNECTED WITH THE,Studio Suite,ADVANCE SAVER|2 QUEEN STUDIO SUITE NONSMOKING ENJOY A FULL KITCHEN WELL EQUIPPED FOR YOUR CONVENIENCE AND STAY CONNECTED WITH THE,20
6929,6929,ADVANCE SAVER|STUDIO STE 2 QN ACCESS ROLL IN SHWR NOSM EASY ACCESS STUDIO SUITE WITH 2 QUEEN BEDS AND A ROLL IN SHOWER INCLUDES FREE,Studio Suite,ADVANCE SAVER|STUDIO SUITE 2 QUEEN ACCESSIBLE ROLL IN SHWR NOSM EASY ACCESSIBLE STUDIO SUITE WITH 2 QUEEN BEDS AND A ROLL IN SHOWER INCLUDES FREE,8
