Unnamed: 0,Room Description,Guest Room Info,Room Description Expanded,LDA_Topic,Top Words,BERTopic_Topic,BERTopic_Top_Words,NMF_Topic,NMF_Topic_Name,TFIDF_LDA_Topic,TFIDF_LDA_Topic_Name
8333,CWT PROGRAM -HONORS SEMI-FLEX|FAMILY ROOM 30 SQ M -  KING BED - SOFA BED-SEATING AREA,Family Room/Suite,CWT PROGRAM -HONORS SEMI-FLEX|FAMILY ROOM 30 SQ M -  KING BED - SOFA BED-SEATING AREA,21,"flex, semi, suite, premium, room, wifi, program, cwt, king",1,"rate, flexible, room, bed, king",10,sofa bed king sofa studio king room sofa rate details,9,king bed king room lcd tv bedroom cottage breakfast inclusive
8334,BEST AVAILABLE RATE|FAMILY SUITE -2 BEDROOMS. 600 SQFT. FREE WIFI. KITCHEN FACILITIES. KIDS CORNER AND XBOX.,Family Room/Suite,BEST AVAILABLE RATE|FAMILY SUITE -2 BEDROOMS. 600 SQFT. FREE WIFI. KITCHEN FACILITIES. KIDS CORNER AND XBOX.,1,"suite, area, living, dining, presidential, king, bath, view, luxury",0,"wifi, free, tv, room, bed",1,best available available rate rate superior rate room rate deluxe,24,free wi wi fi fi hot hot breakfast breakfast included
8335,ADVANCE BOOKING - LOVE LOCAL F|SUPERIOR FAMILY SUITE,Family Room/Suite,ADVANCE BOOKING - LOVE LOCAL F|SUPERIOR FAMILY SUITE,12,"room, tv, free, refrigerator, clock, desk, nonsmoking, air, local",-1,Outlier,10,sofa bed king sofa studio king room sofa rate details,15,regular rate rate flexible flexible rate guest room suite king
8336,VIRTUOSO FAMILY ROOM|2 KING BEDS FROM CONNECTING ROOMS: SOFA BED USD100 FOOD/BEV CR: BUFFET BRKFST: SPA ACCESS,Family Room/Suite,VIRTUOSO FAMILY ROOM|2 KING BEDS FROM CONNECTING ROOMS: SOFA BED USD100 FOOD/BEV CR: BUFFET BRKFST: SPA ACCESSIBLE,2,"double, room, beds, family, comfort, bed, twin, rate, single",1,"rate, flexible, room, bed, king",30,room king guest room luxury room king bed room guest,16,family room rate premium flexible rate king bed sf sm
8337,BREAKFAST INCLUDED|1KG FAMILY SUITE MOB/HEARING ACCESS W/BATHTUB VISUAL ALARM/DOOR/PHONE ALERT-LARGER ROOM,Family Room/Suite,BREAKFAST INCLUDED|1KG FAMILY SUITE MOB/HEARING ACCESSIBLE WITHBATHTUB VISUAL ALARM/DOOR/PHONE ALERT-LARGER ROOM,17,"accessible, plus, hearing, mobility, tripadvisor, shower, door, king, vis",5,"hearing, vis, door, alrt, phn",15,hearing accessible door phn phn alrt firealrm door vis firealrm,13,phone alert door phone alarm door hearing accessible visual alarm
8338,BONUS MILES FOR HONORS MEMBERS|TWIN FAMILY ROOM 2 TWIN BEDS/SOFA BED/RLWY BED AND CRIB,Family Room/Suite,BONUS MILES FOR HONORS MEMBERS|TWIN FAMILY ROOM 2 TWIN BEDS/SOFA BED/RLWY BED AND CRIB,2,"double, room, beds, family, comfort, bed, twin, rate, single",1,"rate, flexible, room, bed, king",10,sofa bed king sofa studio king room sofa rate details,27,id required member rate required check member retail retail rate
8339,BONUS MILES FOR HONORS MEMBERS|KING FAMILY ROOM ONE KING BED/SOFA BED/RLWY BED AND CRIB,Family Room/Suite,BONUS MILES FOR HONORS MEMBERS|KING FAMILY ROOM ONE KING BED/SOFA BED/RLWY BED AND CRIB,2,"double, room, beds, family, comfort, bed, twin, rate, single",1,"rate, flexible, room, bed, king",30,room king guest room luxury room king bed room guest,27,id required member rate required check member retail retail rate
8340,"STAY FOR BREAKFAST|STAY FOR BREAKFAST RATE, BREAKFAST, FAMILY ROOM, GUEST ROOM, 2 DOUBLE",Family Room/Suite,"STAY FOR BREAKFAST|STAY FOR BREAKFAST RATE, BREAKFAST, FAMILY ROOM, GUEST ROOM, 2 DOUBLE",8,"stay, breakfast, room, includes, king, rate, guest, adults, senior",-1,Outlier,18,stay breakfast breakfast rate rate includes rate details guest room,4,rate details guest room stay breakfast breakfast rate room guest
8341,"MEMBER PACKAGE RATE|MEMBER RATE STAY FOR BREAKFAST, SEE RATE DETAILS, FAMILY ROOM, STUDIO, 1 KING, SOFA BED",Family Room/Suite,"MEMBER PACKAGE RATE|MEMBER RATE STAY FOR BREAKFAST, SEE RATE DETAILS, FAMILY ROOM, STUDIO, 1 KING, SOFA BED",3,"rate, flexible, king, suite, room, regular, bed, bedroom, view",1,"rate, flexible, room, bed, king",31,member rate rate member member retail retail rate rate flexible,4,rate details guest room stay breakfast breakfast rate room guest
8342,SENIORS RATE|SUPERIOR FAMILY SUITE,Family Room/Suite,SENIORS RATE|SUPERIOR FAMILY SUITE,1,"suite, area, living, dining, presidential, king, bath, view, luxury",-1,Outlier,5,avail flexible mrate avail rate bb flexible rate size bed,15,regular rate rate flexible flexible rate guest room suite king
8343,PREPAID RATE|FAMILY SUITE  - 1K - NSK,Family Room/Suite,PREPAID RATE|FAMILY SUITE  - 1K - NSK,10,"non, smoking, free, wifi, king, suite, bed, breakfast, fridge",-1,Outlier,26,room queen queen bed queen room queen beds queen size,16,family room rate premium flexible rate king bed sf sm
8344,FLEXIBLE - RATE|FAMILY ROOM,Family Room/Suite,FLEXIBLE - RATE|FAMILY ROOM,3,"rate, flexible, king, suite, room, regular, bed, bedroom, view",1,"rate, flexible, room, bed, king",14,flexible rate best flexible rate king king bed rate room,16,family room rate premium flexible rate king bed sf sm
8345,FLEXIBLE - RATE WITH BREAKFAST|FAMILY ROOM,Family Room/Suite,FLEXIBLE - RATE WITH BREAKFAST|FAMILY ROOM,3,"rate, flexible, king, suite, room, regular, bed, bedroom, view",1,"rate, flexible, room, bed, king",14,flexible rate best flexible rate king king bed rate room,16,family room rate premium flexible rate king bed sf sm
8346,BEST AVAILABLE|1 KING BED/NONSMOKING/FAMILY ROOM/SOFABED- CHILD ONLY/FREE HI-SPD WIRELESS,Family Room/Suite,BEST AVAILABLE|1 KING BED/NONSMOKING/FAMILY ROOM/SOFABED- CHILD ONLY/FREE HI-SPD WIRELESS,12,"room, tv, free, refrigerator, clock, desk, nonsmoking, air, local",-1,Outlier,1,best available available rate rate superior rate room rate deluxe,30,marriott senior senior discount senior disc disc marriott valid id
8347,MRATE AVAIL FLEXIBLE RATE - BB|FAMILY ROOM FOR 2 ADULTS AND 2 KIDS,Family Room/Suite,MRATE AVAIL FLEXIBLE RATE - BB|FAMILY ROOM FOR 2 ADULTS AND 2 KIDS,27,"avail, mrate, aaa, rate, bed, room, king, flexible, auto",-1,Outlier,5,avail flexible mrate avail rate bb flexible rate size bed,20,mrate avail avail flexible size bed flexible rate avail book
8348,MRATE AVAIL FLEXIBLE RATE|FAMILY ROOM FOR 2 ADULTS AND 2 KIDS,Family Room/Suite,MRATE AVAIL FLEXIBLE RATE|FAMILY ROOM FOR 2 ADULTS AND 2 KIDS,27,"avail, mrate, aaa, rate, bed, room, king, flexible, auto",-1,Outlier,5,avail flexible mrate avail rate bb flexible rate size bed,20,mrate avail avail flexible size bed flexible rate avail book
8349,EAT SLEEP REPEAT|PREMIUM FAMILY ROOM,Family Room/Suite,EAT SLEEP REPEAT|PREMIUM FAMILY ROOM,2,"double, room, beds, family, comfort, bed, twin, rate, single",-1,Outlier,26,room queen queen bed queen room queen beds queen size,10,door phn firealrm door vis firealrm hearing accessible phn alrt
8350,FAMILY RATE NON-REFUNDABLE|FAMILY ROOM-2 ROOMS-2KBS-ENSUITE-AC-WIFI-55M2-MINIBAR-NEWSPAPER SAFE-DESK-VIEWS-MAXOCC4,Family Room/Suite,FAMILY RATE NON-REFUNDABLE|FAMILY ROOM-2 ROOMS-2KBS-ENSUITE-AC-WIFI-55M2-MINIBAR-NEWSPAPER SAFE-DESK-VIEWS-MAXOCC4,29,"wifi, room, tv, free, rate, single, bed, coffee, desk",-1,Outlier,9,non refundable prepay non prepay nonref rate details stay rate,18,hot deals aaa hot deals aaa run house caa hot
8351,AAA HOT DEALS|AMBASSADOR 2BR FAMILY SUITE-OCEAN VIEW-2000SQFT FORMED BY 2 CONNECTED AMBASSADOR SUITES,Family Room/Suite,AAA HOT DEALS|AMBASSADOR 2BR FAMILY SUITE-OCEAN VIEW-2000SQFT FORMED BY 2 CONNECTED AMBASSADOR SUITES,20,"room, hotel, best, type, meet, arrive, subject, preference, bed",-1,Outlier,34,hot deals aaa hot deals aaa caa hot deals membership,28,premium suite wifi suite suite drinks drinks snacks includes wifi
8352,BEST RATE GUARANTEED|AMBASSADOR 2BR FAMILY SUITE-OCEAN VIEW-2000SQFT FORMED BY 2 CONNECTED AMBASSADOR SUITES,Family Room/Suite,BEST RATE GUARANTEED|AMBASSADOR 2BR FAMILY SUITE-OCEAN VIEW-2000SQFT FORMED BY 2 CONNECTED AMBASSADOR SUITES,20,"room, hotel, best, type, meet, arrive, subject, preference, bed",-1,Outlier,33,tripadvisor plus plus rate king bed ocean view rate deluxe,28,premium suite wifi suite suite drinks drinks snacks includes wifi
8353,CWT PROGRAM -HONORS SEMI-FLEX|KING FAMILY ROOM COMP WIFI/MINI FRIDGE/PULL-OUT SOFA/33 SQM,Family Room/Suite,CWT PROGRAM -HONORS SEMI-FLEX|KING FAMILY ROOM COMP WIFI/MINI FRIDGE/PULL-OUT SOFA/33 SQM,25,"wifi, comp, room, safe, sqm, fridge, twin, king, mini",0,"wifi, free, tv, room, bed",11,mini fridge wifi mini comp wifi room comp iron board,22,semi flex comp wifi wifi mini mini fridge room comp
8354,FAMILY FUN|FAMILY ROOM FOR 2 ADT 2 CHD UNDER 12 52 SQM  - 2 DBL BEDS -SITTING AREA,Family Room/Suite,FAMILY FUN|FAMILY ROOM FOR 2 ADT 2 CHD UNDER 12 52 SQM  - 2 DOUBLE BEDS -SITTING AREA,2,"double, room, beds, family, comfort, bed, twin, rate, single",-1,Outlier,27,room double double bed double room double beds comfort room,8,bedroom apartment best available available rate free wifi rate bedroom
8355,"REGULAR RATE|FLEXIBLE RATE, PREMIER FAMILY SUITE, 2 BEDROOM 2 ROOM SUITE, TIMES SQUARE VIEW",Family Room/Suite,"REGULAR RATE|FLEXIBLE RATE, PREMIER FAMILY SUITE, 2 BEDROOM 2 ROOM SUITE, TIMES SQUARE VIEW",3,"rate, flexible, king, suite, room, regular, bed, bedroom, view",1,"rate, flexible, room, bed, king",0,regular rate rate flexible flexible rate guest room suite bedroom,16,family room rate premium flexible rate king bed sf sm
8356,FLEXIBLE RATE - ROOM ONLY|FAMILY ROOM-1 KING-2 TWIN OR 1QUEEN-30SQM-FREE WIFI-AC-COFFEE MACHINE-FLAT SCREEN TV-BATHROBE,Family Room/Suite,FLEXIBLE RATE - ROOM ONLY|FAMILY ROOM-1 KING-2 TWIN OR 1QUEEN-30SQM-FREE WIFI-AC-COFFEE MACHINE-FLAT SCREEN TV-BATHROBE,29,"wifi, room, tv, free, rate, single, bed, coffee, desk",-1,Outlier,30,room king guest room luxury room king bed room guest,8,bedroom apartment best available available rate free wifi rate bedroom
8357,FLEXIBLE RATE - BREAKFAST INCL|FAMILY ROOM-1 KING-2 TWIN OR 1QUEEN-30SQM-FREE WIFI-AC-COFFEE MACHINE-FLAT SCREEN TV-BATHROBE,Family Room/Suite,FLEXIBLE RATE - BREAKFAST INCL|FAMILY ROOM-1 KING-2 TWIN OR 1QUEEN-30SQM-FREE WIFI-AC-COFFEE MACHINE-FLAT SCREEN TV-BATHROBE,29,"wifi, room, tv, free, rate, single, bed, coffee, desk",0,"wifi, free, tv, room, bed",30,room king guest room luxury room king bed room guest,8,bedroom apartment best available available rate free wifi rate bedroom
8358,"GOVT MILITARY RATE|1 DOUBLE 1 SINGLE,NONSMOKE,FAMILY ROOM MUST SHOW GOVT ID AT CHECK IN",Family Room/Suite,"GOVT MILITARY RATE|1 DOUBLE 1 SINGLE,NONSMOKE,FAMILY ROOM MUST SHOW GOVT ID AT CHECK IN",14,"aaa, rate, required, government, id, room, king, hot, deals",8,"check, employee, id, government, required",27,room double double bed double room double beds comfort room,18,hot deals aaa hot deals aaa run house caa hot
8359,CWT PROGRAM -HONORS DISCOUNT|FAMILY SUITE - 1 KING BED-485 SQFT LARGER ROOM-SITTING AREA-SOFA SLEEPER-42IN TV,Family Room/Suite,CWT PROGRAM -HONORS DISCOUNT|FAMILY SUITE - 1 KING BED-485 SQFT LARGER ROOM-SITTING AREA-SOFA SLEEPER-42IN TV,21,"flex, semi, suite, premium, room, wifi, program, cwt, king",-1,Outlier,4,suite king king bed classic suite living room bedroom suite,18,hot deals aaa hot deals aaa run house caa hot
8360,SUMMER PROMO. FREE BREAKFAST|FAMILY ROOM TRIPLE ROOM-DOUBLE BED-35 SQM-AC-FREE WIFI-BATHROOM AMENITIES SET-SAFE-MINIBAR,Family Room/Suite,SUMMER PROMO. FREE BREAKFAST|FAMILY ROOM TRIPLE ROOM-DOUBLE BED-35 SQM-AC-FREE WIFI-BATHROOM AMENITIES SET-SAFE-MINIBAR,25,"wifi, comp, room, safe, sqm, fridge, twin, king, mini",0,"wifi, free, tv, room, bed",27,room double double bed double room double beds comfort room,16,family room rate premium flexible rate king bed sf sm
8361,FLEXIBLE RATE - ROOM ONLY|FAMILY ROOM DOUBLE-TWIN-BED-36SQM-AC-FREE WIFI-MINIBAR- HAIRDRYER-BATHROOM AMENITIES SET.,Family Room/Suite,FLEXIBLE RATE - ROOM ONLY|FAMILY ROOM DOUBLE-TWIN-BED-36SQM-AC-FREE WIFI-MINIBAR- HAIRDRYER-BATHROOM AMENITIES SET.,25,"wifi, comp, room, safe, sqm, fridge, twin, king, mini",0,"wifi, free, tv, room, bed",12,free wifi room free bed free wifi ac ac free,33,free wifi cabana room room free inch hd hd tv
8362,"REGULAR RATE|FLEXIBLE RATE, FAMILY SUITE, 1 BEDROOM 2 ROOM SUITE, 2 DOUBLE",Family Room/Suite,"REGULAR RATE|FLEXIBLE RATE, FAMILY SUITE, 1 BEDROOM 2 ROOM SUITE, 2 DOUBLE",3,"rate, flexible, king, suite, room, regular, bed, bedroom, view",1,"rate, flexible, room, bed, king",0,regular rate rate flexible flexible rate guest room suite bedroom,15,regular rate rate flexible flexible rate guest room suite king
8363,FLEXIBLE RATE|FAMILY ROOM 1 QUEEN AND 2 SINGLE BEDS,Family Room/Suite,FLEXIBLE RATE|FAMILY ROOM 1 QUEEN AND 2 SINGLE BEDS,2,"double, room, beds, family, comfort, bed, twin, rate, single",1,"rate, flexible, room, bed, king",26,room queen queen bed queen room queen beds queen size,20,mrate avail avail flexible size bed flexible rate avail book
8364,CWT PROGRAM -HONORS SEMI-FLEX|KING FAMILY ROOM WITH RUN WAY VIEW COMP WIFI/MINI FRIDGE/PULL-OUT SOFA/33 SQM,Family Room/Suite,CWT PROGRAM -HONORS SEMI-FLEX|KING FAMILY ROOM WITH RUN WAY VIEW COMP WIFI/MINI FRIDGE/PULL-OUT SOFA/33 SQM,25,"wifi, comp, room, safe, sqm, fridge, twin, king, mini",0,"wifi, free, tv, room, bed",11,mini fridge wifi mini comp wifi room comp iron board,22,semi flex comp wifi wifi mini mini fridge room comp
8365,BEST AVAILABLE RATE|TWO QUEEN FAMILY SUITE INCLUDES COMPLIMENTARY HOT BREAKFAST.,Family Room/Suite,BEST AVAILABLE RATE|TWO QUEEN FAMILY SUITE INCLUDES COMPLIMENTARY HOT BREAKFAST.,30,"best, available, rate, room, king, suite, bed, balcony, queen",-1,Outlier,1,best available available rate rate superior rate room rate deluxe,24,free wi wi fi fi hot hot breakfast breakfast included
8366,ADVANCE PURCHASE|QUEEN FAMILY ROOM FREE WI-FI/HOT BREAKFAST INCLUDED/SOFA BED,Family Room/Suite,ADVANCE PURCHASE|QUEEN FAMILY ROOM FREE WI-FI/HOT BREAKFAST INCLUDED/SOFA BED,13,"breakfast, wi, fi, included, free, room, hot, hdtv, queen",0,"wifi, free, tv, room, bed",2,free wi fi hot wi fi breakfast included hot breakfast,24,free wi wi fi fi hot hot breakfast breakfast included
8367,SPECIAL DEAL ROOM ONLY|FAMILY ROOM TRIPLE ROOM-DOUBLE BED-35 SQM-AC-FREE WIFI-BATHROOM AMENITIES SET-SAFE-MINIBAR,Family Room/Suite,SPECIAL DEAL ROOM ONLY|FAMILY ROOM TRIPLE ROOM-DOUBLE BED-35 SQM-AC-FREE WIFI-BATHROOM AMENITIES SET-SAFE-MINIBAR,25,"wifi, comp, room, safe, sqm, fridge, twin, king, mini",0,"wifi, free, tv, room, bed",27,room double double bed double room double beds comfort room,16,family room rate premium flexible rate king bed sf sm
8368,SPECIAL DEAL BREAKFAST INCL|FAMILY ROOM TRIPLE ROOM-DOUBLE BED-35 SQM-AC-FREE WIFI-BATHROOM AMENITIES SET-SAFE-MINIBAR,Family Room/Suite,SPECIAL DEAL BREAKFAST INCL|FAMILY ROOM TRIPLE ROOM-DOUBLE BED-35 SQM-AC-FREE WIFI-BATHROOM AMENITIES SET-SAFE-MINIBAR,25,"wifi, comp, room, safe, sqm, fridge, twin, king, mini",0,"wifi, free, tv, room, bed",27,room double double bed double room double beds comfort room,16,family room rate premium flexible rate king bed sf sm
8369,JUMEIRAH ESCAPES BED AND BFST|FAMILY SUITE-1 KING-87 SQM-CITY VIEW FREE WIFI-FREE PARKING,Family Room/Suite,JUMEIRAH ESCAPES BED AND BFST|FAMILY SUITE-1 KING-87 SQM-CITY VIEW FREE WIFI-FREE PARKING,4,"view, city, king, suite, bed, wifi, free, sqm, room",0,"wifi, free, tv, room, bed",20,city view king city bed city room city bed breakfast,12,comfort room free wifi rate comfort flat screen bed sqm
8370,JUMEIRAH ESCAPES-WIFI INCL|FAMILY SUITE-1 KING-87 SQM-CITY VIEW FREE WIFI-FREE PARKING,Family Room/Suite,JUMEIRAH ESCAPES-WIFI INCL|FAMILY SUITE-1 KING-87 SQM-CITY VIEW FREE WIFI-FREE PARKING,4,"view, city, king, suite, bed, wifi, free, sqm, room",0,"wifi, free, tv, room, bed",20,city view king city bed city room city bed breakfast,12,comfort room free wifi rate comfort flat screen bed sqm
8371,JUMEIRAH ESCAPES-HB INCL|FAMILY SUITE-1 KING-87 SQM-CITY VIEW FREE WIFI-FREE PARKING,Family Room/Suite,JUMEIRAH ESCAPES-HB INCL|FAMILY SUITE-1 KING-87 SQM-CITY VIEW FREE WIFI-FREE PARKING,4,"view, city, king, suite, bed, wifi, free, sqm, room",0,"wifi, free, tv, room, bed",20,city view king city bed city room city bed breakfast,12,comfort room free wifi rate comfort flat screen bed sqm
8372,FLEXIBLE RATE|1 QUEEN FAMILY ROOM WITH A VIEW AND SOFABED HDTV/FREE WI-FI/HOT BREAKFAST INCLUDED,Family Room/Suite,FLEXIBLE RATE|1 QUEEN FAMILY ROOM WITH A VIEW AND SOFABED HDTV/FREE WI-FI/HOT BREAKFAST INCLUDED,13,"breakfast, wi, fi, included, free, room, hot, hdtv, queen",0,"wifi, free, tv, room, bed",2,free wi fi hot wi fi breakfast included hot breakfast,24,free wi wi fi fi hot hot breakfast breakfast included
8373,"REGULAR RATE|FLEXIBLE RATE, FAMILY SUITE, 1 BEDROOM LARGER SUITE, 2 QUEEN, SOFA BED",Family Room/Suite,"REGULAR RATE|FLEXIBLE RATE, FAMILY SUITE, 1 BEDROOM LARGER SUITE, 2 QUEEN, SOFA BED",3,"rate, flexible, king, suite, room, regular, bed, bedroom, view",1,"rate, flexible, room, bed, king",0,regular rate rate flexible flexible rate guest room suite bedroom,15,regular rate rate flexible flexible rate guest room suite king
8374,KOCH INDUSTRIES -CHAINWIDE|2 QUEEN BED FAMILY ROOM WIFI/COFFEE-TEA FACILITIES/HDTV/46 SQM,Family Room/Suite,KOCH INDUSTRIES -CHAINWIDE|2 QUEEN BED FAMILY ROOM WIFI/COFFEE-TEA FACILITIES/HDTV/46 SQM,29,"wifi, room, tv, free, rate, single, bed, coffee, desk",0,"wifi, free, tv, room, bed",26,room queen queen bed queen room queen beds queen size,12,comfort room free wifi rate comfort flat screen bed sqm
8375,KOCH INDUSTRIES -CHAINWIDE|KING FAMILY ROOM WIFI/COFFEE-TEA FACILITIES/HDTV/46 SQM,Family Room/Suite,KOCH INDUSTRIES -CHAINWIDE|KING FAMILY ROOM WIFI/COFFEE-TEA FACILITIES/HDTV/46 SQM,29,"wifi, room, tv, free, rate, single, bed, coffee, desk",0,"wifi, free, tv, room, bed",26,room queen queen bed queen room queen beds queen size,12,comfort room free wifi rate comfort flat screen bed sqm
8376,STAY LONGER SAVE|2 QUEEN BEDS FAMILY SUITE NONSMOKING SIT BACK AND RELAX WHILE TAKING IN THE BALCONY VIEW. FREE WIRED AND WIRELESS,Family Room/Suite,STAY LONGER SAVE|2 QUEEN BEDS FAMILY SUITE NONSMOKING SIT BACK AND RELAX WHILE TAKING IN THE BALCONY VIEW. FREE WIRED AND WIRELESS,11,"queen, resort, cabana, usd, charge, queens, balcony, shower, chainwide",-1,Outlier,17,studio suite queen beds beds studio wi fi nonsmoking free,18,hot deals aaa hot deals aaa run house caa hot
8377,TMC 7 LRA|2 QUEEN BEDS FAMILY SUITE NONSMOKING SIT BACK AND RELAX WHILE TAKING IN THE BALCONY VIEW. FREE WIRED AND WIRELESS,Family Room/Suite,TMC 7 LRA|2 QUEEN BEDS FAMILY SUITE NONSMOKING SIT BACK AND RELAX WHILE TAKING IN THE BALCONY VIEW. FREE WIRED AND WIRELESS,11,"queen, resort, cabana, usd, charge, queens, balcony, shower, chainwide",-1,Outlier,17,studio suite queen beds beds studio wi fi nonsmoking free,18,hot deals aaa hot deals aaa run house caa hot
8378,DREAM AWAY|KING FAMILY ROOM WIFI/COFFEE-TEA FACILITIES/HDTV/46 SQM,Family Room/Suite,DREAM AWAY|KING FAMILY ROOM WIFI/COFFEE-TEA FACILITIES/HDTV/46 SQM,29,"wifi, room, tv, free, rate, single, bed, coffee, desk",0,"wifi, free, tv, room, bed",26,room queen queen bed queen room queen beds queen size,12,comfort room free wifi rate comfort flat screen bed sqm
8379,BOEING PREFERRED GOLD|2 QUEEN BEDS FAMILY SUITE NONSMOKING SIT BACK AND RELAX WHILE TAKING IN THE BALCONY VIEW. FREE WIRED AND WIRELESS,Family Room/Suite,BOEING PREFERRED GOLD|2 QUEEN BEDS FAMILY SUITE NONSMOKING SIT BACK AND RELAX WHILE TAKING IN THE BALCONY VIEW. FREE WIRED AND WIRELESS,11,"queen, resort, cabana, usd, charge, queens, balcony, shower, chainwide",-1,Outlier,17,studio suite queen beds beds studio wi fi nonsmoking free,18,hot deals aaa hot deals aaa run house caa hot
8380,ABC GLOBAL SERVICES|2 QUEEN BEDS FAMILY SUITE NONSMOKING SIT BACK AND RELAX WHILE TAKING IN THE BALCONY VIEW. FREE WIRED AND WIRELESS,Family Room/Suite,ABC GLOBAL SERVICES|2 QUEEN BEDS FAMILY SUITE NONSMOKING SIT BACK AND RELAX WHILE TAKING IN THE BALCONY VIEW. FREE WIRED AND WIRELESS,11,"queen, resort, cabana, usd, charge, queens, balcony, shower, chainwide",-1,Outlier,17,studio suite queen beds beds studio wi fi nonsmoking free,18,hot deals aaa hot deals aaa run house caa hot
8381,DREAM AWAY|2 QUEEN BED FAMILY ROOM WIFI/COFFEE-TEA FACILITIES/HDTV/46 SQM,Family Room/Suite,DREAM AWAY|2 QUEEN BED FAMILY ROOM WIFI/COFFEE-TEA FACILITIES/HDTV/46 SQM,29,"wifi, room, tv, free, rate, single, bed, coffee, desk",0,"wifi, free, tv, room, bed",26,room queen queen bed queen room queen beds queen size,12,comfort room free wifi rate comfort flat screen bed sqm
8382,BEST AVAIL. RATE DINNER-HB/HAL|FAMILY ROOM WITH QUEEN BED   CONVERTIBLE SOFA,Family Room/Suite,BEST AVAIL. RATE DINNER-HB/HAL|FAMILY ROOM WITH QUEEN BED   CONVERTIBLE SOFA,27,"avail, mrate, aaa, rate, bed, room, king, flexible, auto",1,"rate, flexible, room, bed, king",26,room queen queen bed queen room queen beds queen size,23,suite balcony cwt smallbiz cxl late smallbiz cxl late ck
8383,BREAKFAST FOR 2 ADULTS FULL|BREAKFAST DAILY FOR UP TO TWO ADULTS SHARING A FAMILY SUITE NONSMOKING SUITE WITH 1 KING BEDROOM AND 2 QUEEN BEDS BEDROOM TWO BATHROOMS  MICROWAVE  COFFEEMAKER,Family Room/Suite,BREAKFAST FOR 2 ADULTS FULL|BREAKFAST DAILY FOR UP TO TWO ADULTS SHARING A FAMILY SUITE NONSMOKING SUITE WITH 1 KING BEDROOM AND 2 QUEEN BEDS BEDROOM TWO BATHROOMS  MICROWAVE  COFFEEMAKER,8,"stay, breakfast, room, includes, king, rate, guest, adults, senior",1,"rate, flexible, room, bed, king",17,studio suite queen beds beds studio wi fi nonsmoking free,26,roll shower accessible roll free wifi king bed flexible rate
8384,FAMILY RATE NON-REFUNDABLE|FAMILY SUITE-2 ROOMS-2KBS-ENSUITE-AC-WIFI-75M2-MINIBAR- NEWSPAPER-SAFE-DESK-VIEWS-MAXOCC5,Family Room/Suite,FAMILY RATE NON-REFUNDABLE|FAMILY SUITE-2 ROOMS-2KBS-ENSUITE-AC-WIFI-75M2-MINIBAR- NEWSPAPER-SAFE-DESK-VIEWS-MAXOCC5,29,"wifi, room, tv, free, rate, single, bed, coffee, desk",-1,Outlier,9,non refundable prepay non prepay nonref rate details stay rate,18,hot deals aaa hot deals aaa run house caa hot
8385,CORPORATE RATE|FAMILY ROOM,Family Room/Suite,CORPORATE RATE|FAMILY ROOM,2,"double, room, beds, family, comfort, bed, twin, rate, single",1,"rate, flexible, room, bed, king",26,room queen queen bed queen room queen beds queen size,16,family room rate premium flexible rate king bed sf sm
8386,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, FAMILY SUITE, 1 BEDROOM LARGER SUITE, 2 DOUBLE",Family Room/Suite,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, FAMILY SUITE, 1 BEDROOM LARGER SUITE, 2 DOUBLE",27,"avail, mrate, aaa, rate, bed, room, king, flexible, auto",-1,Outlier,3,caa rate membership card card required aaa caa assn aaa,31,membership card card required caa rate aaa caa rate membership
8387,BEST FLEXIBLE RATE|FAMILY ROOM FOR 2 ADT 2 CHD UNDER 12 52 SQM  - 2 DBL BEDS -SITTING AREA,Family Room/Suite,BEST FLEXIBLE RATE|FAMILY ROOM FOR 2 ADT 2 CHD UNDER 12 52 SQM  - 2 DOUBLE BEDS -SITTING AREA,2,"double, room, beds, family, comfort, bed, twin, rate, single",-1,Outlier,14,flexible rate best flexible rate king king bed rate room,16,family room rate premium flexible rate king bed sf sm
8388,FLEXIBLE RATE - BREAKFAST INCL|FAMILY ROOM DOUBLE TWIN BEDS-26SQM-FREE WIFI-MINIBAR-HAIRDRYER- BATHROOM AMENITIES,Family Room/Suite,FLEXIBLE RATE - BREAKFAST INCL|FAMILY ROOM DOUBLE TWIN BEDS-26SQM-FREE WIFI-MINIBAR-HAIRDRYER- BATHROOM AMENITIES,25,"wifi, comp, room, safe, sqm, fridge, twin, king, mini",0,"wifi, free, tv, room, bed",12,free wifi room free bed free wifi ac ac free,33,free wifi cabana room room free inch hd hd tv
8389,FLEXIBLE RATE - ROOM ONLY|FAMILY ROOM DOUBLE TWIN BEDS-26SQM-FREE WIFI-MINIBAR-HAIRDRYER- BATHROOM AMENITIES,Family Room/Suite,FLEXIBLE RATE - ROOM ONLY|FAMILY ROOM DOUBLE TWIN BEDS-26SQM-FREE WIFI-MINIBAR-HAIRDRYER- BATHROOM AMENITIES,25,"wifi, comp, room, safe, sqm, fridge, twin, king, mini",0,"wifi, free, tv, room, bed",27,room double double bed double room double beds comfort room,33,free wifi cabana room room free inch hd hd tv
