,Room Description,Guest Room Info,Room Description Expanded
3988,RACK|ARCHER KING ROOM - 178 SQFT 17 SQM - 1 KING 5- STAR BED - WOOD FLOOR - SHOWER - FREE WI-FI,King Bedroom,RACK|ARCHER KING ROOM - 178 SQFT 17 SQM - 1 KING 5- STAR BED - WOOD FLOOR - SHOWER - FREE WI-FI
3989,AAA - ID REQUIRED AT CHECK-IN|ARCHER KING ROOM - 178 SQFT 17 SQM - 1 KING 5- STAR BED - WOOD FLOOR - SHOWER - FREE WI-FI,King Bedroom,AAA - ID REQUIRED AT CHECK-IN|ARCHER KING ROOM - 178 SQFT 17 SQM - 1 KING 5- STAR BED - WOOD FLOOR - SHOWER - FREE WI-FI
3990,BEST AVAILABLE RATE|PREMIUM PLUS SPACIOUS KING ROOM NON ISO HOTEL FREE WIFI SPACIOUS 12PM CHECK OUT BEST AVAILABLE RATE INCLUDES FREE WIFI,King Bedroom,BEST AVAILABLE RATE|PREMIUM PLUS SPACIOUS KING ROOM NON ISO HOTEL FREE WIFI SPACIOUS 12PM CHECK OUT BEST AVAILABLE RATE INCLUDES FREE WIFI
3991,AARP|SKYLINE KING ROOM - FREE WI FI - 400 SQ FT KING BED - TOP 2 FLOORS OF HOTEL - WORK DESK,King Bedroom,AARP|SKYLINE KING ROOM - FREE WI FI - 400 SQ FT KING BED - TOP 2 FLOORS OF HOTEL - WORK DESK
3992,AMAZON SHOPPING PACKAGE|KING ROOM NON SMOKING FREE WI-FI/HOT BREAKFAST INCLUDED/HDTV,King Bedroom,AMAZON SHOPPING PACKAGE|KING ROOM NON SMOKING FREE WI-FI/HOT BREAKFAST INCLUDED/HDTV
3993,FLEXIBLE RATE|KING ROOM W/ FRIDGE HDTV/FREE WI-FI/HOT BREAKFAST INCLUDED,King Bedroom,FLEXIBLE RATE|KING ROOM WITH/ FRIDGE HDTV/FREE WI-FI/HOT BREAKFAST INCLUDED
3994,FLEXIBLE RATE|KING ROOM WHRLPOOL TUB PREMIUM CAN/US FALLSVW PREMIUM FLOORS 33 - 49,King Bedroom,FLEXIBLE RATE|KING ROOM WHRLPOOL TUB PREMIUM CAN/US FALLSVW PREMIUM FLOORS 33 - 49
3995,AAA|SKYLINE KING ROOM - FREE WI FI - 400 SQ FT KING BED - TOP 2 FLOORS OF HOTEL - WORK DESK,King Bedroom,AAA|SKYLINE KING ROOM - FREE WI FI - 400 SQ FT KING BED - TOP 2 FLOORS OF HOTEL - WORK DESK
3996,ADVANCE SAVER|MONACO KING ROOM WITH 1 KING BED 1 KING BED APPROXIMATELY 300 SQUARE FEET. STANDARD ROOM. CITY VIEW. BATHROOM INCLUDES,King Bedroom,ADVANCE SAVER|MONACO KING ROOM WITH 1 KING BED 1 KING BED APPROXIMATELY 300 SQUARE FEET. STANDARD ROOM. CITY VIEW. BATHROOM INCLUDES
3997,BEST FLEXIBLE RATE|KING WORKLIFE ROOM KING ROOM FEATURES OUR WORKLIFE DESIGN AND BALCONY. LOCATED ON THE TOP FLOOR.  ROOM HAS,King Bedroom,BEST FLEXIBLE RATE|KING WORKLIFE ROOM KING ROOM FEATURES OUR WORKLIFE DESIGN AND BALCONY. LOCATED ON THE TOP FLOOR.  ROOM HAS
3998,FLEXIBLE RATE|KING ROOM WHIRLPOOL TUB BOTH CAN/US FALLSVIEW FLOORS 22-32 SERENITY BED,King Bedroom,FLEXIBLE RATE|KING ROOM WHIRLPOOL TUB BOTH CAN/US FALLSVIEW FLOORS 22-32 SERENITY BED
3999,AAA DISCOUNT|DOUBLE KING ROOM - 394 SQFT - 2 KING 5-STAR BEDS - MODERN BATHROOM - TUB-SHOWER COMBO,King Bedroom,AAA DISCOUNT|DOUBLE KING ROOM - 394 SQFT - 2 KING 5-STAR BEDS - MODERN BATHROOM - TUB-SHOWER COMBO
4000,BAR|DOUBLE KING ROOM - 394 SQFT - 2 KING 5-STAR BEDS - MODERN BATHROOM - TUB-SHOWER COMBO,King Bedroom,BAR|DOUBLE KING ROOM - 394 SQFT - 2 KING 5-STAR BEDS - MODERN BATHROOM - TUB-SHOWER COMBO
4001,SENIOR SAVINGS|DOUBLE KING ROOM - 394 SQFT - 2 KING 5-STAR BEDS - MODERN BATHROOM - TUB-SHOWER COMBO,King Bedroom,SENIOR SAVINGS|DOUBLE KING ROOM - 394 SQFT - 2 KING 5-STAR BEDS - MODERN BATHROOM - TUB-SHOWER COMBO
4002,"MEMBER RETAIL RATE|MEMBER RATE FLEXIBLE, CORNER KING ROOM, LARGER GUEST ROOM, 1 KING, COURTYARD VIEW",King Bedroom,"MEMBER RETAIL RATE|MEMBER RATE FLEXIBLE, CORNER KING ROOM, LARGER GUEST ROOM, 1 KING, COURTYARD VIEW"
4003,FLEXIBLE RATE|KING ROOM WHIRLPOOL TUB US FALLSVIEW FLOORS 10-21 SERENITY BED,King Bedroom,FLEXIBLE RATE|KING ROOM WHIRLPOOL TUB US FALLSVIEW FLOORS 10-21 SERENITY BED
4004,BEST AVAILABLE RATE|LARGE KING ROOM-PRIVATE BATH-400-433SQFT-FREE WIFI INTERNET-FRIDGE-VIEWS-SLEEPS 4,King Bedroom,BEST AVAILABLE RATE|LARGE KING ROOM-PRIVATE BATH-400-433SQFT-FREE WIFI INTERNET-FRIDGE-VIEWS-SLEEPS 4
4005,GDS PROMOTION|LARGE KING ROOM-PRIVATE BATH-400-433SQFT-FREE WIFI INTERNET-FRIDGE-VIEWS-SLEEPS 4,King Bedroom,GDS PROMOTION|LARGE KING ROOM-PRIVATE BATH-400-433SQFT-FREE WIFI INTERNET-FRIDGE-VIEWS-SLEEPS 4
4006,STANDARD RATE HF KING NO SFBD|HIGH FLOOR KING ROOM  NO SOFABED,King Bedroom,STANDARD RATE HF KING NO SFBD|HIGH FLOOR KING ROOM  NO SOFABED
4007,DAILY PARKING PKG PACKAGE|INCLUDES ROOM ACCOMMODATIONS AND PARKING FOR MONACO KING ROOM WITH 1 KING BED 1 KING BED APPROXIMATELY 300 SQUARE FEET. STANDARD ROOM. CITY VIEW. BATHROOM INCLUDES,King Bedroom,DAILY PARKING PKG PACKAGE|INCLUDES ROOM ACCOMMODATIONS AND PARKING FOR MONACO KING ROOM WITH 1 KING BED 1 KING BED APPROXIMATELY 300 SQUARE FEET. STANDARD ROOM. CITY VIEW. BATHROOM INCLUDES
4008,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, LIMITED TO 2 ROOMS PER CARD MEMBER, KING ROOM, GUEST ROOM, 1 KING",King Bedroom,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, LIMITED TO 2 ROOMS PER CARD MEMBER, KING ROOM, GUEST ROOM, 1 KING"
4009,PARKING FOR  1 M 1 KING CITY V|KING ROOM WITH CITY/STEWART STREET VIEWS,King Bedroom,PARKING FOR  1 M 1 KING CITY V|KING ROOM WITH CITY/STEWART STREET VIEWS
4010,"EXPERIENCE BUS. PACK.|STAY AND PLAY, INCLUDES SELF PARKING, SEE RATE DETAILS, TRADITIONAL KING ROOM, GUEST ROOM, 1 KING",King Bedroom,"EXPERIENCE BUS. PACK.|STAY AND PLAY, INCLUDES SELF PARKING, SEE RATE DETAILS, TRADITIONAL KING ROOM, GUEST ROOM, 1 KING"
4011,STAY AND WAIVE|FIRE PIT KING ROOM.1 KING BED. 375 SQ FT WITH 250 SQ FT TERRACE.,King Bedroom,STAY AND WAIVE|FIRE PIT KING ROOM.1 KING BED. 375 SQ FT WITH 250 SQ FT TERRACE.
4012,BREAKFAST TO GO INCLUDES ONE|HOT BREAKFAST SANDWICH AND STARBUCKS BEVERAGE KING WORKLIFE ROOM KING ROOM FEATURES OUR WORKLIFE DESIGN AND BALCONY. LOCATED ON THE TOP FLOOR.  ROOM HAS,King Bedroom,BREAKFAST TO GO INCLUDES ONE|HOT BREAKFAST SANDWICH AND STARBUCKS BEVERAGE KING WORKLIFE ROOM KING ROOM FEATURES OUR WORKLIFE DESIGN AND BALCONY. LOCATED ON THE TOP FLOOR.  ROOM HAS
4013,"AAA RATE-ID REQUIRED|RESORT TOWER KING ROOM, 1 KING BED 352 SQ FT, CITY, POOL OR STRIP VIEW",King Bedroom,"AAA RATE-ID REQUIRED|RESORT TOWER KING ROOM, 1 KING BED 352 SQ FT, CITY, POOL OR STRIP VIEW"
4014,"PREPAY NONREF|PREPAY NON-REFUNDABLE, CHANGES UP TO 3 DAYS PRIOR TO STAY, SEE RATE DETAILS, KING ROOM, GUEST ROOM, 1 KING",King Bedroom,"PREPAY NONREF|PREPAY NON-REFUNDABLE, CHANGES UP TO 3 DAYS PRIOR TO STAY, SEE RATE DETAILS, KING ROOM, GUEST ROOM, 1 KING"
4015,"CITIGROUP PREFERRED|CITIGROUP RATE, INCLUDES WIFI, PREMIERE KING ROOM, GUEST ROOM, 1 KING, GARDEN VIEW",King Bedroom,"CITIGROUP PREFERRED|CITIGROUP RATE, INCLUDES WIFI, PREMIERE KING ROOM, GUEST ROOM, 1 KING, GARDEN VIEW"
4016,BEST AVAILABLE RATE|GRAND KING ROOM-1KING-PARTIAL BAY SKYLINE VIEW GLASS SHOWER-WIFI INCL-50IN LED HDTV-350SQFT,King Bedroom,BEST AVAILABLE RATE|GRAND KING ROOM-1KING-PARTIAL BAY SKYLINE VIEW GLASS SHOWER-WIFI INCL-50IN LED HDTV-350SQFT
4017,2X POINTS PACKAGE|KING ROOM W/ SOFA BED FRIDGE/ HDTV/FREE WI-FI/HOT BREAKFAST INCLUDED,King Bedroom,2X POINTS PACKAGE|KING ROOM WITH/ SOFA BED FRIDGE/ HDTV/FREE WI-FI/HOT BREAKFAST INCLUDED
4018,FLEXIBLE RATE|KING 1 BED PREMIUM CORNER LARGER CORNER KING ROOM HIGHER FLOOR,King Bedroom,FLEXIBLE RATE|KING 1 BED PREMIUM CORNER LARGER CORNER KING ROOM HIGHER FLOOR
4019,STANDARD RATE 1 KING BED|KING ROOM WITH COURTYARD VIEWS: WORKING DESK:,King Bedroom,STANDARD RATE 1 KING BED|KING ROOM WITH COURTYARD VIEWS: WORKING DESK:
4020,FLEXIBLE RATE|CORNER KING ROOM LARGER KING CORNER ROOM DESK WIFI,King Bedroom,FLEXIBLE RATE|CORNER KING ROOM LARGER KING CORNER ROOM DESK WIFI
4021,SEMI-FLEX|CORNER KING ROOM LARGER KING CORNER ROOM DESK WIFI,King Bedroom,SEMI-FLEX|CORNER KING ROOM LARGER KING CORNER ROOM DESK WIFI
4022,AAA|BAY VIEW KING ROOM - 500 SQ FT BALCONY CITY AND NEIGHBORING HOUSE VIEW,King Bedroom,AAA|BAY VIEW KING ROOM - 500 SQ FT BALCONY CITY AND NEIGHBORING HOUSE VIEW
4023,SEMI-FLEX|KING 1 BED PREMIUM CORNER LARGER CORNER KING ROOM HIGHER FLOOR,King Bedroom,SEMI-FLEX|KING 1 BED PREMIUM CORNER LARGER CORNER KING ROOM HIGHER FLOOR
4024,WORLD RAINBOW HOTELS BAR|SOHO KING ROOM. TIVOLI AUDIO MUSIC SYSTEM. COMP WIFI. 230 SQ. FT.,King Bedroom,WORLD RAINBOW HOTELS BAR|SOHO KING ROOM. TIVOLI AUDIO MUSIC SYSTEM. COMP WIFI. 230 SQ. FT.
4025,"PREPAY NONREF|PREPAY NON-REFUNDABLE, CHANGES UP TO 7 DAYS PRIOR TO STAY, SEE RATE DETAILS, CORNER KING ROOM, PARLOR, 1 KING, SOFA BED, CORN",King Bedroom,"PREPAY NONREF|PREPAY NON-REFUNDABLE, CHANGES UP TO 7 DAYS PRIOR TO STAY, SEE RATE DETAILS, CORNER KING ROOM, PARLOR, 1 KING, SOFA BED, CORN"
4026,2X POINTS|KING 1 BED PREMIUM CORNER LARGER CORNER KING ROOM HIGHER FLOOR,King Bedroom,2X POINTS|KING 1 BED PREMIUM CORNER LARGER CORNER KING ROOM HIGHER FLOOR
4027,AARP|BAY VIEW KING ROOM - 500 SQ FT BALCONY CITY AND NEIGHBORING HOUSE VIEW,King Bedroom,AARP|BAY VIEW KING ROOM - 500 SQ FT BALCONY CITY AND NEIGHBORING HOUSE VIEW
4028,GDS FLEXI EARLY BIRD ROOM ONLY|PREMIUM PLUS SPACIOUS KING ROOM NON ISO HOTEL FREE WIFI SPACIOUS 12PM CHECK OUT FLEXI 10 PERCENT COMM FREE WIFI,King Bedroom,GDS FLEXI EARLY BIRD ROOM ONLY|PREMIUM PLUS SPACIOUS KING ROOM NON ISO HOTEL FREE WIFI SPACIOUS 12PM CHECK OUT FLEXI 10 PERCENT COMM FREE WIFI
4029,AARP SENIOR RATE|EPIC VIEW KING ROOM TOP FLOOR OF THE HOTEL WITH EPIC VIEWS BEACHFRONT HOTEL WITH ROOFTOP BAR. 0.2 MILES FROM SANTA MONICA. 5MILES FRM LAX,King Bedroom,AARP SENIOR RATE|EPIC VIEW KING ROOM TOP FLOOR OF THE HOTEL WITH EPIC VIEWS BEACHFRONT HOTEL WITH ROOFTOP BAR. 0.2 MILES FROM SANTA MONICA. 5MILES FRM LAX
4030,AARP SENIOR RATE|CITY VIEW KING ROOM 49HD TV IHOME MEDIA HUB LAPTOP SAFE BEACHFRONT HOTEL WITH ROOFTOP BAR. 0.2 MILES FROM SANTA MONICA. 5MILES FRM LAX,King Bedroom,AARP SENIOR RATE|CITY VIEW KING ROOM 49HD TV IHOME MEDIA HUB LAPTOP SAFE BEACHFRONT HOTEL WITH ROOFTOP BAR. 0.2 MILES FROM SANTA MONICA. 5MILES FRM LAX
4031,FLEXIBLE RATE|FAMILY KING RM-400SF-LARGER ROOM-QUEEN SOFABED. CITY OR PARK VIEW. SPACIOUS SEATING AREA,King Bedroom,FLEXIBLE RATE|FAMILY KING ROOM-400SF-LARGER ROOM-QUEEN SOFABED. CITY OR PARK VIEW. SPACIOUS SEATING AREA
4032,CWT PROGRAM -HONORS DISCOUNT|SPA KING ROOM NONSMOKING HI SPEED 11.95/DAY-SWEET DREAMS BED,King Bedroom,CWT PROGRAM -HONORS DISCOUNT|SPA KING ROOM NONSMOKING HI SPEED 11.95/DAY-SWEET DREAMS BED
4033,STAY MORE SAVE MORE|BAY KING ROOM-BAY VIEW-1 KING BED-410SQFT- WIFI-WRAPAROUND BALCONY-MINIBAR,King Bedroom,STAY MORE SAVE MORE|BAY KING ROOM-BAY VIEW-1 KING BED-410SQFT- WIFI-WRAPAROUND BALCONY-MINIBAR
4034,SEMI-FLEX|TRAFALGAR KING ROOM COMP WIFI/COFFEE-TEA FACILITIES/USB PORT,King Bedroom,SEMI-FLEX|TRAFALGAR KING ROOM COMP WIFI/COFFEE-TEA FACILITIES/USB PORT
4035,"AAA RATE-ID REQUIRED|STAY WELL PARK AVENUE KING ROOM, 1 KING BED 350 SQ FT, AIR PURIFICATION, AROMATHERAPY",King Bedroom,"AAA RATE-ID REQUIRED|STAY WELL PARK AVENUE KING ROOM, 1 KING BED 350 SQ FT, AIR PURIFICATION, AROMATHERAPY"
4036,2X POINTS PACKAGE|KING ROOM W/ FRIDGE HDTV/FREE WI-FI/HOT BREAKFAST INCLUDED,King Bedroom,2X POINTS PACKAGE|KING ROOM WITH/ FRIDGE HDTV/FREE WI-FI/HOT BREAKFAST INCLUDED
4037,BUSINESS ON THE BAY|BAY VIEW KING ROOM - 500 SQ FT BALCONY CITY AND NEIGHBORING HOUSE VIEW,King Bedroom,BUSINESS ON THE BAY|BAY VIEW KING ROOM - 500 SQ FT BALCONY CITY AND NEIGHBORING HOUSE VIEW
4038,CWT CARLSON WAGONLIT WIFI|GRAND KING ROOM-1KING-PARTIAL BAY SKYLINE VIEW GLASS SHOWER-WIFI INCL-50IN LED HDTV-350SQFT,King Bedroom,CWT CARLSON WAGONLIT WIFI|GRAND KING ROOM-1KING-PARTIAL BAY SKYLINE VIEW GLASS SHOWER-WIFI INCL-50IN LED HDTV-350SQFT
4039,CCS PUBLIC SECTOR RATE BB -NEG|KING ROOM COMP WIFI/MINI FRIDGE/IRON-BOARD/SAFE/22 SQM,King Bedroom,CCS PUBLIC SECTOR RATE BB -NEG|KING ROOM COMP WIFI/MINI FRIDGE/IRON-BOARD/SAFE/22 SQM
4040,"PREPAY NONREF|PREPAY NON-REFUNDABLE, CHANGES UP TO 3 DAYS PRIOR TO STAY, SEE RATE DETAILS, CORNER KING ROOM, LARGER GUEST ROOM, 1 KING, COR",King Bedroom,"PREPAY NONREF|PREPAY NON-REFUNDABLE, CHANGES UP TO 3 DAYS PRIOR TO STAY, SEE RATE DETAILS, CORNER KING ROOM, LARGER GUEST ROOM, 1 KING, COR"
4041,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, INCLUDES WIFI, MEMBERSHIP CARD REQUIRED, AIRPORT TRANSPORTATION, BALCONY KING ROOM, GUEST ROOM, 1 KING, SOFA BE",King Bedroom,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, INCLUDES WIFI, MEMBERSHIP CARD REQUIRED, AIRPORT TRANSPORTATION, BALCONY KING ROOM, GUEST ROOM, 1 KING, SOFA BE"
4042,KOCH INDUSTRIES -CHAINWIDE|FAMILY CONNECTING ROOM KING BEDROOM CNNECTING TO 2 TWIN BEDROOM,King Bedroom,KOCH INDUSTRIES -CHAINWIDE|FAMILY CONNECTING ROOM KING BEDROOM CNNECTING TO 2 TWIN BEDROOM
4043,FALL FOLIAGE HELICOPTER TOUR|SUPERIOR CTYD KING RM. 450 SQFT. COURTYARD VIEW LRGE MARBLE BATH SEP SHOWER-TUB. COMP WIFI,King Bedroom,FALL FOLIAGE HELICOPTER TOUR|SUPERIOR CTYD KING ROOM. 450 SQFT. COURTYARD VIEW LRGE MARBLE BATH SEP SHOWER-TUB. COMP WIFI
4044,FALL FOLIAGE HELICOPTER TOUR|MADISON KING RM. 450 SQFT. MADISON AVE VIEWS LRGE MARBLE BATH SEP SHOWER. COMP WIFI,King Bedroom,FALL FOLIAGE HELICOPTER TOUR|MADISON KING ROOM. 450 SQFT. MADISON AVE VIEWS LRGE MARBLE BATH SEP SHOWER. COMP WIFI
4045,FALL FOLIAGE HELICOPTER TOUR|SEVENTY-SEVEN KING RM. 500 SF. VIEW OF 77TH ST LARGE MARBLE BATH SEP SHOWER-TUB. COMP WIFI,King Bedroom,FALL FOLIAGE HELICOPTER TOUR|SEVENTY-SEVEN KING ROOM. 500 SF. VIEW OF 77TH ST LARGE MARBLE BATH SEP SHOWER-TUB. COMP WIFI
4046,"BUSINESS SENSE WE HELP YOU TO|WORK MORE EFFECTIVELY WITH UNLIMITED HIGH SPEED KING SUPERIOR ENJOY SLEEK SOPHISTICATION IN OUR 377SF KING RM OFFERING 55 IN HDTV, SPA-INSPIRED SHOWER, EXECUTIVE DESK,",King Bedroom,"BUSINESS SENSE WE HELP YOU TO|WORK MORE EFFECTIVELY WITH UNLIMITED HIGH SPEED KING SUPERIOR ENJOY SLEEK SOPHISTICATION IN OUR 377SF KING ROOM OFFERING 55 IN HDTV, SPA-INSPIRED SHOWER, EXECUTIVE DESK,"
4047,HYATT CHAINWIDE JR SUITE KING|OVERSIZED KING ROOM: ROOM SIZE:,King Bedroom,HYATT CHAINWIDE JR SUITE KING|OVERSIZED KING ROOM: ROOM SIZE:
4048,AAA|COURTYARD KING ROOM - 500 SQ FT BALCONY CITY AND NEIGHBORING HOUSE VIEW,King Bedroom,AAA|COURTYARD KING ROOM - 500 SQ FT BALCONY CITY AND NEIGHBORING HOUSE VIEW
4049,RISE AND SHINE|LUXE KING ROOM-1KING QT DREAM BED CORNER VIEWS-STAND ALONE BATH-COMP WIFI-46SQM,King Bedroom,RISE AND SHINE|LUXE KING ROOM-1KING QT DREAM BED CORNER VIEWS-STAND ALONE BATH-COMP WIFI-46SQM
4050,BEST FLEXIBLE RATE|LUXE KING ROOM-1KING QT DREAM BED CORNER VIEWS-STAND ALONE BATH-COMP WIFI-46SQM,King Bedroom,BEST FLEXIBLE RATE|LUXE KING ROOM-1KING QT DREAM BED CORNER VIEWS-STAND ALONE BATH-COMP WIFI-46SQM
4051,"ADVANCE SAVER|KING SUPERIOR ENJOY SLEEK SOPHISTICATION IN OUR 377SF KING RM OFFERING 55 IN HDTV, SPA-INSPIRED SHOWER, EXECUTIVE DESK,",King Bedroom,"ADVANCE SAVER|KING SUPERIOR ENJOY SLEEK SOPHISTICATION IN OUR 377SF KING ROOM OFFERING 55 IN HDTV, SPA-INSPIRED SHOWER, EXECUTIVE DESK,"
4052,EXECUTIVE STATUS 1 KING CORNER|OVERSIZED CORNER KING ROOM,King Bedroom,EXECUTIVE STATUS 1 KING CORNER|OVERSIZED CORNER KING ROOM
4053,AARP|COURTYARD KING ROOM - 500 SQ FT BALCONY CITY AND NEIGHBORING HOUSE VIEW,King Bedroom,AARP|COURTYARD KING ROOM - 500 SQ FT BALCONY CITY AND NEIGHBORING HOUSE VIEW
4054,CWT PROGRAM -HONORS DISCOUNT|WESTPORT VIEW KING ROOM HIGH SPEED AVAILABLE-FRIDGE,King Bedroom,CWT PROGRAM -HONORS DISCOUNT|WESTPORT VIEW KING ROOM HIGH SPEED AVAILABLE-FRIDGE
4055,"STAY PASS|WORK ANYWHERE STAY PASS, SEE RATE DETAILS, ALOFT KING ROOM, GUEST ROOM, 1 KING",King Bedroom,"STAY PASS|WORK ANYWHERE STAY PASS, SEE RATE DETAILS, ALOFT KING ROOM, GUEST ROOM, 1 KING"
4056,ADVANCE PURCHASE|KING ROOM HIGH FLOOR WITH RUN WAY VIEW COMP WIFI/MINI FRIDGE/IRON-BOARD/SAFE/22 SQM,King Bedroom,ADVANCE PURCHASE|KING ROOM HIGH FLOOR WITH RUN WAY VIEW COMP WIFI/MINI FRIDGE/IRON-BOARD/SAFE/22 SQM
4057,ADVANCE PURCHASE|KING ROOM COMP WIFI/MINI FRIDGE/IRON-BOARD/SAFE/22 SQM,King Bedroom,ADVANCE PURCHASE|KING ROOM COMP WIFI/MINI FRIDGE/IRON-BOARD/SAFE/22 SQM
4058,SAVE 15 PCT OFF 1 K MILLENNIUM|KING ROOM WITH MILLENNIUM PARK VIEWS,King Bedroom,SAVE 15 PCT OFF 1 K MILLENNIUM|KING ROOM WITH MILLENNIUM PARK VIEWS
4059,BEST AVAILABLE RATE|KING ROOM W/ MINI FRIDGE NON SMOKING FREE WI-FI/HOT BREAKFAST INCLUDED/HDTV/SAFE,King Bedroom,BEST AVAILABLE RATE|KING ROOM WITH/ MINI FRIDGE NON SMOKING FREE WI-FI/HOT BREAKFAST INCLUDED/HDTV/SAFE
4060,EAT. DRINK. OUR TREAT|HOLLYWOOD SIGN KING ROOM-FREE WIFI -400 SQ FT KING BED - HIGHER FLOORS - WORK DESK,King Bedroom,EAT. DRINK. OUR TREAT|HOLLYWOOD SIGN KING ROOM-FREE WIFI -400 SQ FT KING BED - HIGHER FLOORS - WORK DESK
4061,UN-WINED AND REWIND|BAY VIEW KING ROOM - 500 SQ FT BALCONY CITY AND NEIGHBORING HOUSE VIEW,King Bedroom,UN-WINED AND REWIND|BAY VIEW KING ROOM - 500 SQ FT BALCONY CITY AND NEIGHBORING HOUSE VIEW
4062,LIVE LIKE A LOCAL|HOLLYWOOD SIGN KING ROOM-FREE WIFI -400 SQ FT KING BED - HIGHER FLOORS - WORK DESK,King Bedroom,LIVE LIKE A LOCAL|HOLLYWOOD SIGN KING ROOM-FREE WIFI -400 SQ FT KING BED - HIGHER FLOORS - WORK DESK
4063,BEST AVAILABLE RATE|KING BEDROOM SEPARATE FROM SUITE-PATIO OR BALCONY-QUEEN SOFA SLEEPER-FREE WIFI-SAFE,King Bedroom,BEST AVAILABLE RATE|KING BEDROOM SEPARATE FROM SUITE-PATIO OR BALCONY-QUEEN SOFA SLEEPER-FREE WIFI-SAFE
4064,AAA RATE|KING BEDROOM SEPARATE FROM SUITE-PATIO OR BALCONY-QUEEN SOFA SLEEPER-FREE WIFI-SAFE,King Bedroom,AAA RATE|KING BEDROOM SEPARATE FROM SUITE-PATIO OR BALCONY-QUEEN SOFA SLEEPER-FREE WIFI-SAFE
4065,"MEMBER PREPAY NON REF|MEMBER RATE PREPAY NON-REFUNDABLE NON-CHANGEABLE, SEE RATE DETAILS, KING ROOM, GUEST ROOM, 1 KING",King Bedroom,"MEMBER PREPAY NON REF|MEMBER RATE PREPAY NON-REFUNDABLE NON-CHANGEABLE, SEE RATE DETAILS, KING ROOM, GUEST ROOM, 1 KING"
4066,"MEMBER RETAIL RATE|MEMBER RATE FLEXIBLE, TRADITIONAL KING ROOM, GUEST ROOM, 1 KING",King Bedroom,"MEMBER RETAIL RATE|MEMBER RATE FLEXIBLE, TRADITIONAL KING ROOM, GUEST ROOM, 1 KING"
4067,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, ALOFT KING ROOM, GUEST ROOM, 1 KING",King Bedroom,"AAA AMERICAN AUTO ASSN|AAA CAA RATE, MEMBERSHIP CARD REQUIRED, ALOFT KING ROOM, GUEST ROOM, 1 KING"
4068,STANDARD RATE VIEW KING BED|KING ROOM WITH VIEW:COZY CORNER:KING BED,King Bedroom,STANDARD RATE VIEW KING BED|KING ROOM WITH VIEW:COZY CORNER:KING BED
4069,BUSINESS ON THE BAY|COURTYARD KING ROOM - 500 SQ FT BALCONY CITY AND NEIGHBORING HOUSE VIEW,King Bedroom,BUSINESS ON THE BAY|COURTYARD KING ROOM - 500 SQ FT BALCONY CITY AND NEIGHBORING HOUSE VIEW
4070,BED AND BRKFST* VIEW KING BED|KING ROOM WITH VIEW:COZY CORNER:KING BED,King Bedroom,BED AND BRKFST* VIEW KING BED|KING ROOM WITH VIEW:COZY CORNER:KING BED
4071,"AAA HOT DEALS|AAA CAA HOT DEALS, MEMBERSHIP CARD REQUIRED, ALOFT KING ROOM, GUEST ROOM, 1 KING",King Bedroom,"AAA HOT DEALS|AAA CAA HOT DEALS, MEMBERSHIP CARD REQUIRED, ALOFT KING ROOM, GUEST ROOM, 1 KING"
4072,PARK AND STAY PACKAGE|SKYLINE KING ROOM - FREE WI FI - 400 SQ FT KING BED - TOP 2 FLOORS OF HOTEL - WORK DESK,King Bedroom,PARK AND STAY PACKAGE|SKYLINE KING ROOM - FREE WI FI - 400 SQ FT KING BED - TOP 2 FLOORS OF HOTEL - WORK DESK
4073,CWT SMALLBIZ -24HR CXL LATE CK|FAMILY CONNECTING ROOM KING BEDROOM CNNECTING TO 2 TWIN BEDROOM,King Bedroom,CWT SMALLBIZ -24HR CXL LATE CK|FAMILY CONNECTING ROOM KING BEDROOM CNNECTING TO 2 TWIN BEDROOM
4074,"AAA MEMBER RATE|BLANCA TOWER KING -BEAUTIFUL, NEWLY REDESIGNED 325 SQ.FT. KING ROOM WITH COMPLIMENTARY FRIDGE",King Bedroom,"AAA MEMBER RATE|BLANCA TOWER KING -BEAUTIFUL, NEWLY REDESIGNED 325 SQ.FT. KING ROOM WITH COMPLIMENTARY FRIDGE"
4075,LOEWS BEST RATE|FIRE PIT KING ROOM.1 KING BED. 375 SQ FT WITH 250 SQ FT TERRACE.,King Bedroom,LOEWS BEST RATE|FIRE PIT KING ROOM.1 KING BED. 375 SQ FT WITH 250 SQ FT TERRACE.
4076,"STAY FOR BREAKFAST|STAY FOR BREAKFAST RATE, INCLUDES SEE RATE DETAILS, KING ROOM CHAISE LOUNGE, GUEST ROOM, 1 KING, PARTIAL RIVER VIEW",King Bedroom,"STAY FOR BREAKFAST|STAY FOR BREAKFAST RATE, INCLUDES SEE RATE DETAILS, KING ROOM CHAISE LOUNGE, GUEST ROOM, 1 KING, PARTIAL RIVER VIEW"
